year,month,state,gender,value,unit,note
2029,October,Arunachal Pradesh,Total,448,value in Thousands,
2029,October,Arunachal Pradesh,Male,237,value in Thousands,
2029,October,Arunachal Pradesh,Female,211,value in Thousands,
2029,October,Andhra Pradesh,Total,21915,value in Thousands,
2029,October,Andhra Pradesh,Male,11029,value in Thousands,
2029,October,Andhra Pradesh,Female,10886,value in Thousands,
2029,October,Andaman and Nicobar Islands,Total,196,value in Thousands,
2029,October,Andaman and Nicobar Islands,Male,104,value in Thousands,
2029,October,Andaman and Nicobar Islands,Female,91,value in Thousands,
2029,October,All India,Total,543228,value in Thousands,
2029,October,All India,Male,281625,value in Thousands,
2029,October,All India,Female,261603,value in Thousands,
2029,March,West Bengal,Total,39924,value in Thousands,
2029,March,West Bengal,Male,20537,value in Thousands,
2029,March,West Bengal,Female,19387,value in Thousands,
2029,March,Uttarakhand,Total,4765,value in Thousands,
2029,March,Uttarakhand,Male,2529,value in Thousands,
2029,March,Uttarakhand,Female,2236,value in Thousands,
2029,March,Uttar Pradesh,Total,61798,value in Thousands,
2029,March,Uttar Pradesh,Male,32628,value in Thousands,
2029,March,Uttar Pradesh,Female,29170,value in Thousands,
2029,March,Tripura,Total,2004,value in Thousands,
2029,March,Tripura,Male,1016,value in Thousands,
2029,March,Tripura,Female,988,value in Thousands,
2029,March,Telangana,Total,20392,value in Thousands,
2029,March,Telangana,Male,10263,value in Thousands,
2029,March,Telangana,Female,10129,value in Thousands,
2029,March,Tamil Nadu,Total,43905,value in Thousands,
2029,March,Tamil Nadu,Male,21953,value in Thousands,
2029,March,Tamil Nadu,Female,21953,value in Thousands,
2029,March,Sikkim,Total,444,value in Thousands,
2029,March,Sikkim,Male,232,value in Thousands,
2029,March,Sikkim,Female,212,value in Thousands,
2029,March,Rajasthan,Total,23555,value in Thousands,
2029,March,Rajasthan,Male,12307,value in Thousands,
2029,March,Rajasthan,Female,11248,value in Thousands,
2029,March,Punjab,Total,13988,value in Thousands,
2029,March,Punjab,Male,7460,value in Thousands,
2029,March,Punjab,Female,6528,value in Thousands,
2029,March,Puducherry,Total,1334,value in Thousands,
2029,March,Puducherry,Male,653,value in Thousands,
2029,March,Puducherry,Female,681,value in Thousands,
2029,March,Odisha,Total,9533,value in Thousands,
2029,March,Odisha,Male,4934,value in Thousands,
2029,March,Odisha,Female,4599,value in Thousands,
2029,March,Nagaland,Total,1279,value in Thousands,
2029,March,Nagaland,Male,670,value in Thousands,
2029,March,Nagaland,Female,609,value in Thousands,
2029,March,Mizoram,Total,735,value in Thousands,
2029,March,Mizoram,Male,368,value in Thousands,
2029,March,Mizoram,Female,367,value in Thousands,
2029,March,Meghalaya,Total,737,value in Thousands,
2029,March,Meghalaya,Male,368,value in Thousands,
2029,March,Meghalaya,Female,369,value in Thousands,
2029,March,Manipur,Total,1154,value in Thousands,
2029,March,Manipur,Male,570,value in Thousands,
2029,March,Manipur,Female,584,value in Thousands,
2029,March,Maharashtra,Total,66112,value in Thousands,
2029,March,Maharashtra,Male,34741,value in Thousands,
2029,March,Maharashtra,Female,31371,value in Thousands,
2029,March,Madhya Pradesh,Total,27363,value in Thousands,
2029,March,Madhya Pradesh,Male,14266,value in Thousands,
2029,March,Madhya Pradesh,Female,13097,value in Thousands,
2029,March,Lakshadweep,Total,70,value in Thousands,
2029,March,Lakshadweep,Male,36,value in Thousands,
2029,March,Lakshadweep,Female,34,value in Thousands,
2029,March,Ladakh,Total,110,value in Thousands,
2029,March,Ladakh,Male,72,value in Thousands,
2029,March,Ladakh,Female,38,value in Thousands,
2029,March,Kerala,Total,31695,value in Thousands,
2029,March,Kerala,Male,15158,value in Thousands,
2029,March,Kerala,Female,16537,value in Thousands,
2029,March,Karnataka,Total,33103,value in Thousands,
2029,March,Karnataka,Male,16863,value in Thousands,
2029,March,Karnataka,Female,16240,value in Thousands,
2029,March,Jharkhand,Total,11508,value in Thousands,
2029,March,Jharkhand,Male,6025,value in Thousands,
2029,March,Jharkhand,Female,5483,value in Thousands,
2029,March,Jammu and Kashmir,Total,4549,value in Thousands,
2029,March,Jammu and Kashmir,Male,2463,value in Thousands,
2029,March,Jammu and Kashmir,Female,2086,value in Thousands,
2029,March,Himachal Pradesh,Total,801,value in Thousands,
2029,March,Himachal Pradesh,Male,432,value in Thousands,
2029,March,Himachal Pradesh,Female,369,value in Thousands,
2029,March,Haryana,Total,14717,value in Thousands,
2029,March,Haryana,Male,7857,value in Thousands,
2029,March,Haryana,Female,6860,value in Thousands,
2029,March,Gujarat,Total,39460,value in Thousands,
2029,March,Gujarat,Male,20989,value in Thousands,
2029,March,Gujarat,Female,18471,value in Thousands,
2029,March,Goa,Total,1327,value in Thousands,
2029,March,Goa,Male,678,value in Thousands,
2029,March,Goa,Female,649,value in Thousands,
2029,March,Delhi,Total,23735,value in Thousands,
2029,March,Delhi,Male,12706,value in Thousands,
2029,March,Delhi,Female,11029,value in Thousands,
2029,March,Daman and Diu,Total,947,value in Thousands,
2029,March,Daman and Diu,Male,744,value in Thousands,
2029,March,Daman and Diu,Female,203,value in Thousands,
2029,March,Dadra and Nagar Haveli,Total,793,value in Thousands,
2029,March,Dadra and Nagar Haveli,Male,471,value in Thousands,
2029,March,Dadra and Nagar Haveli,Female,322,value in Thousands,
2029,March,Chhattisgarh,Total,9324,value in Thousands,
2029,March,Chhattisgarh,Male,4767,value in Thousands,
2029,March,Chhattisgarh,Female,4557,value in Thousands,
2029,March,Chandigarh,Total,1298,value in Thousands,
2029,March,Chandigarh,Male,712,value in Thousands,
2029,March,Chandigarh,Female,586,value in Thousands,
2029,March,Bihar,Total,17534,value in Thousands,
2029,March,Bihar,Male,9253,value in Thousands,
2029,March,Bihar,Female,8281,value in Thousands,
2029,March,Assam,Total,6127,value in Thousands,
2029,March,Assam,Male,3149,value in Thousands,
2029,March,Assam,Female,2978,value in Thousands,
2029,March,Arunachal Pradesh,Total,443,value in Thousands,
2029,March,Arunachal Pradesh,Male,234,value in Thousands,
2029,March,Arunachal Pradesh,Female,209,value in Thousands,
2029,March,Andhra Pradesh,Total,21693,value in Thousands,
2029,March,Andhra Pradesh,Male,10917,value in Thousands,
2029,March,Andhra Pradesh,Female,10776,value in Thousands,
2029,March,Andaman and Nicobar Islands,Total,194,value in Thousands,
2029,March,Andaman and Nicobar Islands,Male,104,value in Thousands,
2029,March,Andaman and Nicobar Islands,Female,90,value in Thousands,
2029,March,All India,Total,538451,value in Thousands,
2029,March,All India,Male,279125,value in Thousands,
2029,March,All India,Female,259326,value in Thousands,
2029,July,West Bengal,Total,40114,value in Thousands,
2029,July,West Bengal,Male,20635,value in Thousands,
2029,July,West Bengal,Female,19479,value in Thousands,
2029,July,Uttarakhand,Total,4798,value in Thousands,
2029,July,Uttarakhand,Male,2547,value in Thousands,
2029,July,Uttarakhand,Female,2251,value in Thousands,
2029,July,Uttar Pradesh,Total,62069,value in Thousands,
2029,July,Uttar Pradesh,Male,32771,value in Thousands,
2029,July,Uttar Pradesh,Female,29298,value in Thousands,
2029,July,Tripura,Total,2026,value in Thousands,
2029,July,Tripura,Male,1027,value in Thousands,
2029,July,Tripura,Female,999,value in Thousands,
2029,July,Telangana,Total,20392,value in Thousands,
2029,July,Telangana,Male,10263,value in Thousands,
2029,July,Telangana,Female,10129,value in Thousands,
2029,July,Tamil Nadu,Total,44044,value in Thousands,
2029,July,Tamil Nadu,Male,22022,value in Thousands,
2029,July,Tamil Nadu,Female,22022,value in Thousands,
2029,July,Sikkim,Total,450,value in Thousands,
2029,July,Sikkim,Male,235,value in Thousands,
2029,July,Sikkim,Female,215,value in Thousands,
2029,July,Rajasthan,Total,23661,value in Thousands,
2029,July,Rajasthan,Male,12362,value in Thousands,
2029,July,Rajasthan,Female,11299,value in Thousands,
2029,July,Punjab,Total,14050,value in Thousands,
2029,July,Punjab,Male,7493,value in Thousands,
2029,July,Punjab,Female,6557,value in Thousands,
2029,July,Puducherry,Total,1344,value in Thousands,
2029,July,Puducherry,Male,658,value in Thousands,
2029,July,Puducherry,Female,686,value in Thousands,
2029,July,Odisha,Total,9578,value in Thousands,
2029,July,Odisha,Male,4958,value in Thousands,
2029,July,Odisha,Female,4620,value in Thousands,
2029,July,Nagaland,Total,1294,value in Thousands,
2029,July,Nagaland,Male,678,value in Thousands,
2029,July,Nagaland,Female,616,value in Thousands,
2029,July,Mizoram,Total,738,value in Thousands,
2029,July,Mizoram,Male,369,value in Thousands,
2029,July,Mizoram,Female,369,value in Thousands,
2029,July,Meghalaya,Total,740,value in Thousands,
2029,July,Meghalaya,Male,370,value in Thousands,
2029,July,Meghalaya,Female,370,value in Thousands,
2029,July,Manipur,Total,1160,value in Thousands,
2029,July,Manipur,Male,573,value in Thousands,
2029,July,Manipur,Female,587,value in Thousands,
2029,July,Maharashtra,Total,66371,value in Thousands,
2029,July,Maharashtra,Male,34877,value in Thousands,
2029,July,Maharashtra,Female,31494,value in Thousands,
2029,July,Madhya Pradesh,Total,27483,value in Thousands,
2029,July,Madhya Pradesh,Male,14329,value in Thousands,
2029,July,Madhya Pradesh,Female,13154,value in Thousands,
2029,July,Lakshadweep,Total,70,value in Thousands,
2029,July,Lakshadweep,Male,36,value in Thousands,
2029,July,Lakshadweep,Female,34,value in Thousands,
2029,July,Ladakh,Total,111,value in Thousands,
2029,July,Ladakh,Male,73,value in Thousands,
2029,July,Ladakh,Female,38,value in Thousands,
2029,July,Kerala,Total,31926,value in Thousands,
2029,July,Kerala,Male,15268,value in Thousands,
2029,July,Kerala,Female,16658,value in Thousands,
2029,July,Karnataka,Total,33270,value in Thousands,
2029,July,Karnataka,Male,16949,value in Thousands,
2029,July,Karnataka,Female,16322,value in Thousands,
2029,July,Jharkhand,Total,11573,value in Thousands,
2029,July,Jharkhand,Male,6059,value in Thousands,
2029,July,Jharkhand,Female,5514,value in Thousands,
2029,July,Jammu and Kashmir,Total,4571,value in Thousands,
2029,July,Jammu and Kashmir,Male,2475,value in Thousands,
2029,July,Jammu and Kashmir,Female,2096,value in Thousands,
2029,July,Himachal Pradesh,Total,802,value in Thousands,
2029,July,Himachal Pradesh,Male,433,value in Thousands,
2029,July,Himachal Pradesh,Female,369,value in Thousands,
2029,July,Haryana,Total,14830,value in Thousands,
2029,July,Haryana,Male,7918,value in Thousands,
2029,July,Haryana,Female,6912,value in Thousands,
2029,July,Gujarat,Total,39716,value in Thousands,
2029,July,Gujarat,Male,21126,value in Thousands,
2029,July,Gujarat,Female,18590,value in Thousands,
2029,July,Goa,Total,1334,value in Thousands,
2029,July,Goa,Male,682,value in Thousands,
2029,July,Goa,Female,652,value in Thousands,
2029,July,Delhi,Total,23871,value in Thousands,
2029,July,Delhi,Male,12779,value in Thousands,
2029,July,Delhi,Female,11092,value in Thousands,
2029,July,Daman and Diu,Total,976,value in Thousands,
2029,July,Daman and Diu,Male,770,value in Thousands,
2029,July,Daman and Diu,Female,206,value in Thousands,
2029,July,Dadra and Nagar Haveli,Total,813,value in Thousands,
2029,July,Dadra and Nagar Haveli,Male,484,value in Thousands,
2029,July,Dadra and Nagar Haveli,Female,330,value in Thousands,
2029,July,Chhattisgarh,Total,9388,value in Thousands,
2029,July,Chhattisgarh,Male,4799,value in Thousands,
2029,July,Chhattisgarh,Female,4588,value in Thousands,
2029,July,Chandigarh,Total,1301,value in Thousands,
2029,July,Chandigarh,Male,714,value in Thousands,
2029,July,Chandigarh,Female,587,value in Thousands,
2029,July,Bihar,Total,17644,value in Thousands,
2029,July,Bihar,Male,9311,value in Thousands,
2029,July,Bihar,Female,8333,value in Thousands,
2029,July,Assam,Total,6159,value in Thousands,
2029,July,Assam,Male,3165,value in Thousands,
2029,July,Assam,Female,2994,value in Thousands,
2029,July,Arunachal Pradesh,Total,446,value in Thousands,
2029,July,Arunachal Pradesh,Male,236,value in Thousands,
2029,July,Arunachal Pradesh,Female,210,value in Thousands,
2029,July,Andhra Pradesh,Total,21820,value in Thousands,
2029,July,Andhra Pradesh,Male,10981,value in Thousands,
2029,July,Andhra Pradesh,Female,10839,value in Thousands,
2029,July,Andaman and Nicobar Islands,Total,195,value in Thousands,
2029,July,Andaman and Nicobar Islands,Male,104,value in Thousands,
2029,July,Andaman and Nicobar Islands,Female,91,value in Thousands,
2029,July,All India,Total,541129,value in Thousands,
2029,July,All India,Male,280529,value in Thousands,
2029,July,All India,Female,260600,value in Thousands,
2028,October,West Bengal,Total,39689,value in Thousands,
2028,October,West Bengal,Male,20416,value in Thousands,
2028,October,West Bengal,Female,19273,value in Thousands,
2028,October,Uttarakhand,Total,4724,value in Thousands,
2028,October,Uttarakhand,Male,2508,value in Thousands,
2028,October,Uttarakhand,Female,2217,value in Thousands,
2028,October,Uttar Pradesh,Total,61462,value in Thousands,
2028,October,Uttar Pradesh,Male,32451,value in Thousands,
2028,October,Uttar Pradesh,Female,29011,value in Thousands,
2028,October,Tripura,Total,1977,value in Thousands,
2028,October,Tripura,Male,1002,value in Thousands,
2028,October,Tripura,Female,975,value in Thousands,
2028,October,Telangana,Total,20129,value in Thousands,
2028,October,Telangana,Male,10130,value in Thousands,
2028,October,Telangana,Female,9998,value in Thousands,
2028,October,Tamil Nadu,Total,43733,value in Thousands,
2028,October,Tamil Nadu,Male,21866,value in Thousands,
2028,October,Tamil Nadu,Female,21866,value in Thousands,
2028,October,Sikkim,Total,437,value in Thousands,
2028,October,Sikkim,Male,228,value in Thousands,
2028,October,Sikkim,Female,208,value in Thousands,
2028,October,Rajasthan,Total,23424,value in Thousands,
2028,October,Rajasthan,Male,12238,value in Thousands,
2028,October,Rajasthan,Female,11186,value in Thousands,
2028,October,Punjab,Total,13911,value in Thousands,
2028,October,Punjab,Male,7419,value in Thousands,
2028,October,Punjab,Female,6492,value in Thousands,
2028,October,Puducherry,Total,1321,value in Thousands,
2028,October,Puducherry,Male,647,value in Thousands,
2028,October,Puducherry,Female,674,value in Thousands,
2028,October,Odisha,Total,9478,value in Thousands,
2028,October,Odisha,Male,4906,value in Thousands,
2028,October,Odisha,Female,4572,value in Thousands,
2028,October,Nagaland,Total,1261,value in Thousands,
2028,October,Nagaland,Male,661,value in Thousands,
2028,October,Nagaland,Female,600,value in Thousands,
2028,October,Mizoram,Total,731,value in Thousands,
2028,October,Mizoram,Male,366,value in Thousands,
2028,October,Mizoram,Female,365,value in Thousands,
2028,October,Meghalaya,Total,734,value in Thousands,
2028,October,Meghalaya,Male,367,value in Thousands,
2028,October,Meghalaya,Female,367,value in Thousands,
2028,October,Manipur,Total,1147,value in Thousands,
2028,October,Manipur,Male,566,value in Thousands,
2028,October,Manipur,Female,581,value in Thousands,
2028,October,Maharashtra,Total,65790,value in Thousands,
2028,October,Maharashtra,Male,34572,value in Thousands,
2028,October,Maharashtra,Female,31218,value in Thousands,
2028,October,Madhya Pradesh,Total,27213,value in Thousands,
2028,October,Madhya Pradesh,Male,14188,value in Thousands,
2028,October,Madhya Pradesh,Female,13025,value in Thousands,
2028,October,Lakshadweep,Total,70,value in Thousands,
2028,October,Lakshadweep,Male,36,value in Thousands,
2028,October,Lakshadweep,Female,34,value in Thousands,
2028,October,Ladakh,Total,109,value in Thousands,
2028,October,Ladakh,Male,71,value in Thousands,
2028,October,Ladakh,Female,37,value in Thousands,
2028,October,Kerala,Total,31395,value in Thousands,
2028,October,Kerala,Male,15015,value in Thousands,
2028,October,Kerala,Female,16381,value in Thousands,
2028,October,Karnataka,Total,32895,value in Thousands,
2028,October,Karnataka,Male,16758,value in Thousands,
2028,October,Karnataka,Female,16138,value in Thousands,
2028,October,Jharkhand,Total,11428,value in Thousands,
2028,October,Jharkhand,Male,5983,value in Thousands,
2028,October,Jharkhand,Female,5445,value in Thousands,
2028,October,Jammu and Kashmir,Total,4522,value in Thousands,
2028,October,Jammu and Kashmir,Male,2448,value in Thousands,
2028,October,Jammu and Kashmir,Female,2073,value in Thousands,
2028,October,Himachal Pradesh,Total,799,value in Thousands,
2028,October,Himachal Pradesh,Male,431,value in Thousands,
2028,October,Himachal Pradesh,Female,368,value in Thousands,
2028,October,Haryana,Total,14577,value in Thousands,
2028,October,Haryana,Male,7783,value in Thousands,
2028,October,Haryana,Female,6794,value in Thousands,
2028,October,Gujarat,Total,39142,value in Thousands,
2028,October,Gujarat,Male,20820,value in Thousands,
2028,October,Gujarat,Female,18322,value in Thousands,
2028,October,Goa,Total,1318,value in Thousands,
2028,October,Goa,Male,674,value in Thousands,
2028,October,Goa,Female,644,value in Thousands,
2028,October,Delhi,Total,23564,value in Thousands,
2028,October,Delhi,Male,12614,value in Thousands,
2028,October,Delhi,Female,10949,value in Thousands,
2028,October,Daman and Diu,Total,911,value in Thousands,
2028,October,Daman and Diu,Male,712,value in Thousands,
2028,October,Daman and Diu,Female,198,value in Thousands,
2028,October,Dadra and Nagar Haveli,Total,768,value in Thousands,
2028,October,Dadra and Nagar Haveli,Male,456,value in Thousands,
2028,October,Dadra and Nagar Haveli,Female,311,value in Thousands,
2028,October,Chhattisgarh,Total,9245,value in Thousands,
2028,October,Chhattisgarh,Male,4727,value in Thousands,
2028,October,Chhattisgarh,Female,4519,value in Thousands,
2028,October,Chandigarh,Total,1293,value in Thousands,
2028,October,Chandigarh,Male,710,value in Thousands,
2028,October,Chandigarh,Female,584,value in Thousands,
2028,October,Bihar,Total,17397,value in Thousands,
2028,October,Bihar,Male,9180,value in Thousands,
2028,October,Bihar,Female,8216,value in Thousands,
2028,October,Assam,Total,6088,value in Thousands,
2028,October,Assam,Male,3128,value in Thousands,
2028,October,Assam,Female,2959,value in Thousands,
2028,October,Arunachal Pradesh,Total,440,value in Thousands,
2028,October,Arunachal Pradesh,Male,233,value in Thousands,
2028,October,Arunachal Pradesh,Female,207,value in Thousands,
2028,October,Andhra Pradesh,Total,21536,value in Thousands,
2028,October,Andhra Pradesh,Male,10838,value in Thousands,
2028,October,Andhra Pradesh,Female,10698,value in Thousands,
2028,October,Andaman and Nicobar Islands,Total,193,value in Thousands,
2028,October,Andaman and Nicobar Islands,Male,103,value in Thousands,
2028,October,Andaman and Nicobar Islands,Female,90,value in Thousands,
2028,October,All India,Total,534846,value in Thousands,
2028,October,All India,Male,277251,value in Thousands,
2028,October,All India,Female,257595,value in Thousands,
2028,March,West Bengal,Total,39359,value in Thousands,
2028,March,West Bengal,Male,20246,value in Thousands,
2028,March,West Bengal,Female,19113,value in Thousands,
2028,March,Uttarakhand,Total,4667,value in Thousands,
2028,March,Uttarakhand,Male,2477,value in Thousands,
2028,March,Uttarakhand,Female,2190,value in Thousands,
2028,March,Uttar Pradesh,Total,60991,value in Thousands,
2028,March,Uttar Pradesh,Male,32202,value in Thousands,
2028,March,Uttar Pradesh,Female,28789,value in Thousands,
2028,March,Tripura,Total,1940,value in Thousands,
2028,March,Tripura,Male,983,value in Thousands,
2028,March,Tripura,Female,957,value in Thousands,
2028,March,Telangana,Total,20041,value in Thousands,
2028,March,Telangana,Male,10086,value in Thousands,
2028,March,Telangana,Female,9955,value in Thousands,
2028,March,Tamil Nadu,Total,43491,value in Thousands,
2028,March,Tamil Nadu,Male,21746,value in Thousands,
2028,March,Tamil Nadu,Female,21746,value in Thousands,
2028,March,Sikkim,Total,426,value in Thousands,
2028,March,Sikkim,Male,223,value in Thousands,
2028,March,Sikkim,Female,203,value in Thousands,
2028,March,Rajasthan,Total,23240,value in Thousands,
2028,March,Rajasthan,Male,12142,value in Thousands,
2028,March,Rajasthan,Female,11098,value in Thousands,
2028,March,Punjab,Total,13804,value in Thousands,
2028,March,Punjab,Male,7362,value in Thousands,
2028,March,Punjab,Female,6442,value in Thousands,
2028,March,Puducherry,Total,1303,value in Thousands,
2028,March,Puducherry,Male,638,value in Thousands,
2028,March,Puducherry,Female,665,value in Thousands,
2028,March,Odisha,Total,9400,value in Thousands,
2028,March,Odisha,Male,4865,value in Thousands,
2028,March,Odisha,Female,4535,value in Thousands,
2028,March,Nagaland,Total,1236,value in Thousands,
2028,March,Nagaland,Male,648,value in Thousands,
2028,March,Nagaland,Female,588,value in Thousands,
2028,March,Mizoram,Total,726,value in Thousands,
2028,March,Mizoram,Male,363,value in Thousands,
2028,March,Mizoram,Female,363,value in Thousands,
2028,March,Meghalaya,Total,730,value in Thousands,
2028,March,Meghalaya,Male,365,value in Thousands,
2028,March,Meghalaya,Female,365,value in Thousands,
2028,March,Manipur,Total,1136,value in Thousands,
2028,March,Manipur,Male,561,value in Thousands,
2028,March,Manipur,Female,575,value in Thousands,
2028,March,Maharashtra,Total,65339,value in Thousands,
2028,March,Maharashtra,Male,34335,value in Thousands,
2028,March,Maharashtra,Female,31004,value in Thousands,
2028,March,Madhya Pradesh,Total,27004,value in Thousands,
2028,March,Madhya Pradesh,Male,14079,value in Thousands,
2028,March,Madhya Pradesh,Female,12925,value in Thousands,
2028,March,Lakshadweep,Total,70,value in Thousands,
2028,March,Lakshadweep,Male,36,value in Thousands,
2028,March,Lakshadweep,Female,34,value in Thousands,
2028,March,Ladakh,Total,107,value in Thousands,
2028,March,Ladakh,Male,70,value in Thousands,
2028,March,Ladakh,Female,37,value in Thousands,
2028,March,Kerala,Total,30976,value in Thousands,
2028,March,Kerala,Male,14814,value in Thousands,
2028,March,Kerala,Female,16162,value in Thousands,
2028,March,Karnataka,Total,32604,value in Thousands,
2028,March,Karnataka,Male,16609,value in Thousands,
2028,March,Karnataka,Female,15995,value in Thousands,
2028,March,Jharkhand,Total,11315,value in Thousands,
2028,March,Jharkhand,Male,5924,value in Thousands,
2028,March,Jharkhand,Female,5391,value in Thousands,
2028,March,Jammu and Kashmir,Total,4483,value in Thousands,
2028,March,Jammu and Kashmir,Male,2427,value in Thousands,
2028,March,Jammu and Kashmir,Female,2056,value in Thousands,
2028,March,Himachal Pradesh,Total,796,value in Thousands,
2028,March,Himachal Pradesh,Male,430,value in Thousands,
2028,March,Himachal Pradesh,Female,366,value in Thousands,
2028,March,Haryana,Total,14382,value in Thousands,
2028,March,Haryana,Male,7679,value in Thousands,
2028,March,Haryana,Female,6703,value in Thousands,
2028,March,Gujarat,Total,38697,value in Thousands,
2028,March,Gujarat,Male,20584,value in Thousands,
2028,March,Gujarat,Female,18113,value in Thousands,
2028,March,Goa,Total,1305,value in Thousands,
2028,March,Goa,Male,667,value in Thousands,
2028,March,Goa,Female,638,value in Thousands,
2028,March,Delhi,Total,23324,value in Thousands,
2028,March,Delhi,Male,12486,value in Thousands,
2028,March,Delhi,Female,10838,value in Thousands,
2028,March,Daman and Diu,Total,860,value in Thousands,
2028,March,Daman and Diu,Male,668,value in Thousands,
2028,March,Daman and Diu,Female,192,value in Thousands,
2028,March,Dadra and Nagar Haveli,Total,732,value in Thousands,
2028,March,Dadra and Nagar Haveli,Male,435,value in Thousands,
2028,March,Dadra and Nagar Haveli,Female,297,value in Thousands,
2028,March,Chhattisgarh,Total,9135,value in Thousands,
2028,March,Chhattisgarh,Male,4670,value in Thousands,
2028,March,Chhattisgarh,Female,4465,value in Thousands,
2028,March,Chandigarh,Total,1287,value in Thousands,
2028,March,Chandigarh,Male,706,value in Thousands,
2028,March,Chandigarh,Female,581,value in Thousands,
2028,March,Bihar,Total,17205,value in Thousands,
2028,March,Bihar,Male,9079,value in Thousands,
2028,March,Bihar,Female,8126,value in Thousands,
2028,March,Assam,Total,6033,value in Thousands,
2028,March,Assam,Male,3100,value in Thousands,
2028,March,Assam,Female,2933,value in Thousands,
2028,March,Arunachal Pradesh,Total,436,value in Thousands,
2028,March,Arunachal Pradesh,Male,231,value in Thousands,
2028,March,Arunachal Pradesh,Female,205,value in Thousands,
2028,March,Andhra Pradesh,Total,21316,value in Thousands,
2028,March,Andhra Pradesh,Male,10728,value in Thousands,
2028,March,Andhra Pradesh,Female,10588,value in Thousands,
2028,March,Andaman and Nicobar Islands,Total,191,value in Thousands,
2028,March,Andaman and Nicobar Islands,Male,102,value in Thousands,
2028,March,Andaman and Nicobar Islands,Female,89,value in Thousands,
2028,March,All India,Total,530088,value in Thousands,
2028,March,All India,Male,274766,value in Thousands,
2028,March,All India,Female,255322,value in Thousands,
2028,July,West Bengal,Total,39547,value in Thousands,
2028,July,West Bengal,Male,20343,value in Thousands,
2028,July,West Bengal,Female,19204,value in Thousands,
2028,July,Uttarakhand,Total,4700,value in Thousands,
2028,July,Uttarakhand,Male,2495,value in Thousands,
2028,July,Uttarakhand,Female,2205,value in Thousands,
2028,July,Uttar Pradesh,Total,61260,value in Thousands,
2028,July,Uttar Pradesh,Male,32344,value in Thousands,
2028,July,Uttar Pradesh,Female,28916,value in Thousands,
2028,July,Tripura,Total,1961,value in Thousands,
2028,July,Tripura,Male,994,value in Thousands,
2028,July,Tripura,Female,967,value in Thousands,
2028,July,Telangana,Total,20041,value in Thousands,
2028,July,Telangana,Male,10086,value in Thousands,
2028,July,Telangana,Female,9955,value in Thousands,
2028,July,Tamil Nadu,Total,43629,value in Thousands,
2028,July,Tamil Nadu,Male,21815,value in Thousands,
2028,July,Tamil Nadu,Female,21815,value in Thousands,
2028,July,Sikkim,Total,432,value in Thousands,
2028,July,Sikkim,Male,226,value in Thousands,
2028,July,Sikkim,Female,206,value in Thousands,
2028,July,Rajasthan,Total,23345,value in Thousands,
2028,July,Rajasthan,Male,12197,value in Thousands,
2028,July,Rajasthan,Female,11148,value in Thousands,
2028,July,Punjab,Total,13865,value in Thousands,
2028,July,Punjab,Male,7395,value in Thousands,
2028,July,Punjab,Female,6470,value in Thousands,
2028,July,Puducherry,Total,1313,value in Thousands,
2028,July,Puducherry,Male,643,value in Thousands,
2028,July,Puducherry,Female,670,value in Thousands,
2028,July,Odisha,Total,9444,value in Thousands,
2028,July,Odisha,Male,4888,value in Thousands,
2028,July,Odisha,Female,4556,value in Thousands,
2028,July,Nagaland,Total,1250,value in Thousands,
2028,July,Nagaland,Male,655,value in Thousands,
2028,July,Nagaland,Female,595,value in Thousands,
2028,July,Mizoram,Total,729,value in Thousands,
2028,July,Mizoram,Male,365,value in Thousands,
2028,July,Mizoram,Female,364,value in Thousands,
2028,July,Meghalaya,Total,732,value in Thousands,
2028,July,Meghalaya,Male,366,value in Thousands,
2028,July,Meghalaya,Female,366,value in Thousands,
2028,July,Manipur,Total,1142,value in Thousands,
2028,July,Manipur,Male,564,value in Thousands,
2028,July,Manipur,Female,578,value in Thousands,
2028,July,Maharashtra,Total,65597,value in Thousands,
2028,July,Maharashtra,Male,34470,value in Thousands,
2028,July,Maharashtra,Female,31127,value in Thousands,
2028,July,Madhya Pradesh,Total,27124,value in Thousands,
2028,July,Madhya Pradesh,Male,14142,value in Thousands,
2028,July,Madhya Pradesh,Female,12982,value in Thousands,
2028,July,Lakshadweep,Total,70,value in Thousands,
2028,July,Lakshadweep,Male,36,value in Thousands,
2028,July,Lakshadweep,Female,34,value in Thousands,
2028,July,Ladakh,Total,108,value in Thousands,
2028,July,Ladakh,Male,71,value in Thousands,
2028,July,Ladakh,Female,37,value in Thousands,
2028,July,Kerala,Total,31216,value in Thousands,
2028,July,Kerala,Male,14929,value in Thousands,
2028,July,Kerala,Female,16287,value in Thousands,
2028,July,Karnataka,Total,32770,value in Thousands,
2028,July,Karnataka,Male,16694,value in Thousands,
2028,July,Karnataka,Female,16076,value in Thousands,
2028,July,Jharkhand,Total,11379,value in Thousands,
2028,July,Jharkhand,Male,5958,value in Thousands,
2028,July,Jharkhand,Female,5422,value in Thousands,
2028,July,Jammu and Kashmir,Total,4505,value in Thousands,
2028,July,Jammu and Kashmir,Male,2439,value in Thousands,
2028,July,Jammu and Kashmir,Female,2066,value in Thousands,
2028,July,Himachal Pradesh,Total,798,value in Thousands,
2028,July,Himachal Pradesh,Male,430,value in Thousands,
2028,July,Himachal Pradesh,Female,367,value in Thousands,
2028,July,Haryana,Total,14494,value in Thousands,
2028,July,Haryana,Male,7738,value in Thousands,
