year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths,unit,note
2024,32,08-08-2024,08-08-2024,Madhya Pradesh,Rewa,Acute Diarrheal Disease,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,32,08-08-2024,08-08-2024,Madhya Pradesh,Mandla,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,32,08-08-2024,08-08-2024,Madhya Pradesh,Guna,Acute Diarrheal Disease,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,32,07-08-2024,09-08-2024,Madhya Pradesh,Dindori,Acute Diarrheal Disease,Reported in Same Week,28,3,"cases in absolute number, deaths in absolute number",
2024,32,07-08-2024,07-08-2024,Madhya Pradesh,Morena,Acute Diarrheal Disease,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,32,07-08-2024,07-08-2024,Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,32,06-08-2024,10-08-2024,Madhya Pradesh,Sheopur,Acute Diarrheal Disease,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,32,06-08-2024,06-08-2024,Madhya Pradesh,Vidisha,Acute Diarrheal Disease,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,32,06-08-2024,06-08-2024,Madhya Pradesh,Sehore,Malaria,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,32,06-08-2024,06-08-2024,Madhya Pradesh,Rewa,Acute Diarrheal Disease,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,32,06-08-2024,06-08-2024,Madhya Pradesh,Gwalior,Cholera,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,32,06-08-2024,06-08-2024,Madhya Pradesh,Chhatarpur,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,32,05-08-2024,08-08-2024,Madhya Pradesh,Anuppur,Acute Diarrheal Disease,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2024,32,05-08-2024,06-08-2024,Madhya Pradesh,Harda,Cholera,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2024,32,05-08-2024,05-08-2024,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,94,1,"cases in absolute number, deaths in absolute number",
2024,32,05-08-2024,05-08-2024,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,41,0,"cases in absolute number, deaths in absolute number",
2024,32,05-08-2024,05-08-2024,Madhya Pradesh,East Nimar,Acute Diarrheal Disease,Reported in Same Week,50,2,"cases in absolute number, deaths in absolute number",
2024,32,04-08-2024,08-08-2024,Madhya Pradesh,Shivpuri,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,32,04-08-2024,05-08-2024,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,7,3,"cases in absolute number, deaths in absolute number",
2024,32,04-08-2024,05-08-2024,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,33,1,"cases in absolute number, deaths in absolute number",
2024,32,03-08-2024,05-08-2024,Madhya Pradesh,Ujjain,Acute Diarrheal Disease,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,32,03-08-2024,05-08-2024,Madhya Pradesh,Anuppur,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,32,30-07-2024,,Madhya Pradesh,Panna,Acute Diarrheal Disease,Reported Late,8,0,"cases in absolute number, deaths in absolute number",
2024,32,08-07-2024,,Madhya Pradesh,Narsinghpur,Malaria,Reported Late,9,0,"cases in absolute number, deaths in absolute number",
2024,32,08-08-2024,09-08-2024,Maharashtra,Ahmednagar,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,32,06-08-2024,06-08-2024,Maharashtra,Palghar,Acute Diarrheal Disease,Reported in Same Week,249,1,"cases in absolute number, deaths in absolute number",
2024,32,05-08-2024,05-08-2024,Maharashtra,Amravati,Acute Gastroenteritis,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,32,05-08-2024,05-08-2024,Maharashtra,Bhandara,Chickenpox,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,32,03-08-2024,07-08-2024,Maharashtra,Pune,Zika Virus,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2024,32,01-08-2024,,Maharashtra,Pune,Zika Virus,Reported Late,1,0,"cases in absolute number, deaths in absolute number",
2024,32,30-07-2024,,Maharashtra,Pune,Zika Virus,Reported Late,3,0,"cases in absolute number, deaths in absolute number",
2024,32,29-07-2024,,Maharashtra,Pune,Zika Virus,Reported Late,2,0,"cases in absolute number, deaths in absolute number",
2024,32,02-08-2024,08-08-2024,Meghalaya,West Khasi Hills,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,32,10-08-2024,11-08-2024,Odisha,Kalahandi,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,32,09-08-2024,09-08-2024,Odisha,Malkangiri,Acute Diarrheal Disease,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,32,08-08-2024,09-08-2024,Odisha,Baleshwar,Food Poisoning,Reported in Same Week,112,0,"cases in absolute number, deaths in absolute number",
2024,32,08-08-2024,08-08-2024,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,32,05-08-2024,06-08-2024,Odisha,Kalahandi,Acute Diarrheal Disease,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2024,32,05-08-2024,05-08-2024,Odisha,Malkangiri,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,32,05-08-2024,08-08-2024,Puducherry,Pondicherry,Typhoid,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,32,03-08-2024,07-08-2024,Punjab,Jalandhar,Acute Diarrheal Disease,Reported in Same Week,5,1,"cases in absolute number, deaths in absolute number",
2024,32,28-07-2024,,Punjab,Kapurthala,Acute Diarrheal Disease,Reported Late,20,0,"cases in absolute number, deaths in absolute number",
2024,32,10-08-2024,10-08-2024,Tamil Nadu,Sivaganga,Dengue and Chikungunya,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,32,09-08-2024,10-08-2024,Tamil Nadu,Tiruchirappalli,Hepatitis A,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,32,08-08-2024,09-08-2024,Tamil Nadu,The Nilgiris,Mumps,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,32,08-08-2024,08-08-2024,Tamil Nadu,"Ramanathapura
m",Mumps,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,32,07-08-2024,09-08-2024,Tamil Nadu,Ariyalur,Hepatitis A,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,32,07-08-2024,08-08-2024,Tamil Nadu,Dharmapuri,Mumps,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,32,06-08-2024,07-08-2024,Tamil Nadu,Sivaganga,Mumps,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,32,06-08-2024,07-08-2024,Tamil Nadu,Dindigul,Mumps,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,32,06-08-2024,06-08-2024,Tamil Nadu,Pudukkottai,Hepatitis A,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,32,05-08-2024,07-08-2024,Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2024,32,04-08-2024,05-08-2024,Tamil Nadu,Villupuram,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,32,30-07-2024,,Tamil Nadu,Tirunelveli,Dengue,Reported Late,111,0,"cases in absolute number, deaths in absolute number",
2024,32,29-07-2024,,Tamil Nadu,Tiruchirappalli,Cholera,Reported Late,9,0,"cases in absolute number, deaths in absolute number",
2024,32,20-07-2024,,Tamil Nadu,Tiruchirappalli,Mumps,Reported Late,26,0,"cases in absolute number, deaths in absolute number",
2024,32,07-08-2024,09-08-2024,Uttar Pradesh,Chandauli,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,32,05-08-2024,07-08-2024,Uttar Pradesh,Deoria,Food Poisoning,Reported in Same Week,62,1,"cases in absolute number, deaths in absolute number",
2024,32,01-08-2024,06-08-2024,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,Reported in Same Week,21,1,"cases in absolute number, deaths in absolute number",
2024,32,27-07-2024,,Uttar Pradesh,Gonda,Acute Diarrheal Disease,Reported Late,15,0,"cases in absolute number, deaths in absolute number",
2024,32,09-07-2024,,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2024,32,02-08-2024,05-08-2024,West Bengal,Medinipur West,Food Poisoning,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2024,31,01-08-2024,03-08-2024,Andhra Pradesh,Vizianagaram,Acute Diarrheal Disease,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,03-08-2024,Bihar,Jehanabad,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,02-08-2024,Bihar,Lakhisarai,Acute Diarrheal Disease,Reported in Same Week,34,0,"cases in absolute number, deaths in absolute number",
2024,31,01-08-2024,03-08-2024,Bihar,Jehanabad,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,31-07-2024,Bihar,Gaya,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,04-08-2024,Bihar,Gaya,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,30-07-2024,Bihar,Samastipur,Acute Diarrheal Disease,Reported in Same Week,12,2,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,04-08-2024,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,31,01-08-2024,02-08-2024,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,31,01-08-2024,01-08-2024,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,Reported in Same Week,44,0,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,01-08-2024,Chhattisgarh,Balod,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,31-07-2024,Chhattisgarh,Durg,Acute Diarrheal Disease,Reported in Same Week,178,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,31-07-2024,Chhattisgarh,Jashpur,Malaria,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,30-07-2024,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported in Same Week,50,0,"cases in absolute number, deaths in absolute number",
2024,31,28-07-2024,29-07-2024,Chhattisgarh,Khairgarh Chhuikhadan Gandai,Acute Diarrheal Disease,Reported in Same Week,127,0,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,29-07-2024,Chhattisgarh,Balod,Acute Diarrheal Disease,Reported in Same Week,61,0,"cases in absolute number, deaths in absolute number",
2024,31,26-07-2024,29-07-2024,Chhattisgarh,Mohla Manpur Ambagarh Chouki,Acute Diarrheal Disease,Reported in Same Week,96,0,"cases in absolute number, deaths in absolute number",
2024,31,04-04-2024,,Chhattisgarh,Raigarh,Dengue,Reported Late,160,0,"cases in absolute number, deaths in absolute number",
2024,31,04-08-2024,04-08-2024,Gujarat,Anand,Cholera,Reported in Same Week,375,0,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,30-07-2024,Gujarat,Kheda,Acute Diarrheal Disease,Reported in Same Week,93,0,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,03-08-2024,Jammu and Kashmir,Udhampur,Cholera,Reported in Same Week,173,2,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,30-07-2024,Jammu and Kashmir,Samba,Typhoid,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,31-07-2024,Jharkhand,Hazaribagh,Acute Diarrheal Disease,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,30-07-2024,Jharkhand,West Singhbhum,Malaria,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,31-07-2024,Karnataka,Chikkamagaluru,Acute Diarrheal Disease,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,30-07-2024,Karnataka,Raichur,Acute Diarrheal Disease,Reported in Same Week,52,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,30-07-2024,Karnataka,Chikkamagaluru,Acute Diarrheal Disease,Reported in Same Week,64,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,30-07-2024,Kerala,Kollam,Mumps,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,31-07-2024,Kerala,Kannur,Hepatitis A,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2024,31,03-08-2024,03-08-2024,Madhya Pradesh,Shajapur,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,02-08-2024,Madhya Pradesh,Bhopal,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,31,01-08-2024,02-08-2024,Madhya Pradesh,Alirajpur,Dengue,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,31,01-08-2024,01-08-2024,Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,31,01-08-2024,01-08-2024,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,01-08-2024,Madhya Pradesh,Harda,Acute Diarrheal Disease,Reported in Same Week,23,1,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,01-08-2024,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,31-07-2024,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,01-08-2024,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,74,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,01-08-2024,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,29-07-2024,Madhya Pradesh,Chhatarpur,Acute Diarrheal Disease,Reported in Same Week,4,2,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,29-07-2024,Madhya Pradesh,Harda,Acute Diarrheal Disease,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,29-07-2024,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2024,31,26-07-2024,30-07-2024,Madhya Pradesh,Singrauli,Leptospirosis,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,31,26-07-2024,29-07-2024,Madhya Pradesh,Hoshangabad,Acute Diarrheal Disease,Reported in Same Week,93,0,"cases in absolute number, deaths in absolute number",
2024,31,29-06-2024,,Madhya Pradesh,Harda,Dengue,Reported Late,17,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,02-08-2024,Maharashtra,Pune,Zika Virus,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,01-08-2024,Maharashtra,Chandrapur,Malaria,Reported in Same Week,2,1,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,31-07-2024,Maharashtra,Parbhani,Chikungunya,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,30-07-2024,Maharashtra,Washim,Chikungunya,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,30-07-2024,Maharashtra,Nagpur,Dengue,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,29-07-2024,Maharashtra,Dhule,Dengue,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,29-07-2024,Maharashtra,Dhule,Dengue,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,31,28-07-2024,29-07-2024,Maharashtra,Satara,Acute Diarrheal Disease,Reported in Same Week,16,1,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,29-07-2024,Maharashtra,Amravati,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,29-07-2024,Maharashtra,Solapur,Zika Virus,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2024,31,20-07-2024,,Maharashtra,Pune,Zika Virus,Reported Late,7,0,"cases in absolute number, deaths in absolute number",
2024,31,19-07-2024,,Maharashtra,Pune,Zika Virus,Reported Late,9,0,"cases in absolute number, deaths in absolute number",
2024,31,13-07-2024,,Maharashtra,Pune,Zika Virus,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2024,31,23-07-2024,,Manipur,Kakching,Acute Diarrheal Disease,Reported Late,0,0,"cases in absolute number, deaths in absolute number",
2024,31,25-07-2024,,Meghalaya,West Jaintia Hills,Measles,Reported Late,13,1,"cases in absolute number, deaths in absolute number",
2024,31,19-07-2024,,Meghalaya,Eastern West Khasi Hills,Measles,Reported Late,21,0,"cases in absolute number, deaths in absolute number",
2024,31,11-07-2024,,Meghalaya,West Khasi Hills,Human Rabies,Reported Late,1,1,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,01-08-2024,Mizoram,Aizawl,Mumps,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2024,31,03-08-2024,03-08-2024,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,02-08-2024,Odisha,Koraput,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,02-08-2024,Odisha,Kandhamal,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,31-07-2024,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,02-08-2024,Odisha,Ganjam,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,31,28-07-2024,01-08-2024,Odisha,Ganjam,Cholera,Reported in Same Week,33,0,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,29-07-2024,Odisha,Koraput,Shigellosis,Reported in Same Week,23,2,"cases in absolute number, deaths in absolute number",
2024,31,26-07-2024,31-07-2024,Punjab,Kapurthala,Cholera,Reported in Same Week,213,1,"cases in absolute number, deaths in absolute number",
2024,31,26-06-2024,,Punjab,Kapurthala,Cholera,Reported Late,20,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,29-07-2024,Rajasthan,Baran,Acute Diarrheal Disease,Reported in Same Week,152,0,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,02-08-2024,Tamil Nadu,Tiruchirappalli,Mumps,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,02-08-2024,Tamil Nadu,Tiruvannamalai,Mumps,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,31,01-08-2024,03-08-2024,Tamil Nadu,Tuticorin,Mumps,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,01-08-2024,Tamil Nadu,Salem,Mumps,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,30-07-2024,Tamil Nadu,Tiruchirappalli,Hepatitis A,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,03-08-2024,Uttar Pradesh,Sonbhadra,Acute Diarrheal Disease,Reported in Same Week,15,1,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,01-08-2024,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,31-07-2024,Uttar Pradesh,Fatehpur,Acute Diarrheal Disease,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2024,31,28-07-2024,03-08-2024,Uttar Pradesh,Meerut,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,31,28-07-2024,30-07-2024,Uttar Pradesh,Kaushambi,Acute Diarrheal Disease,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,31,28-07-2024,29-07-2024,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,Reported in Same Week,32,0,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,30-07-2024,Uttar Pradesh,Chandauli,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,29-07-2024,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,Reported in Same Week,20,1,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,29-07-2024,West Bengal,Purba Bardhaman,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,31,20-07-2024,,West Bengal,Purulia,Malaria,Reported Late,24,0,"cases in absolute number, deaths in absolute number",
2024,30,18-07-2024,22-07-2024,Andhra Pradesh,Bapatla,Typhoid,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2024,30,12-07-2024,24-07-2024,Andhra Pradesh,Tirupati,Cholera,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,30,20-06-2024,,Andhra Pradesh,NTR,Cholera,Reported Late,164,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,28-07-2024,Assam,Kokrajhar,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,26-07-2024,Assam,Kokrajhar,Leptospirosis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,25-07-2024,Assam,Bongaigaon,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,24-07-2024,Assam,Karbi Anglong,Acute Encephalitic Syndrome,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,23-07-2024,Assam,Goalpara,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,22-07-2024,Assam,Karbi Anglong,Acute Encephalitic Syndrome,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,24-07-2024,Assam,Goalpara,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,17-07-2024,22-07-2024,Assam,Darrang,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,11-07-2024,24-07-2024,Assam,Darrang,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Bihar,Bhojpur,Measles,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,27-07-2024,Bihar,Gopalganj,Measles,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,24-07-2024,Bihar,Purbi Champaran,Measles,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2024,30,21-07-2024,22-07-2024,Bihar,Gaya,Acute Diarrheal Disease,Reported in Same Week,56,2,"cases in absolute number, deaths in absolute number",
2024,30,21-07-2024,22-07-2024,Bihar,Jehanabad,Acute Diarrheal Disease,Reported in Same Week,25,1,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,26-07-2024,Chhattisgarh,Sarangarh Bilaigarh,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,25-07-2024,Chhattisgarh,Bijapur,Rubella,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,25-07-2024,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,24-07-2024,Chhattisgarh,Baloda Bazar,Acute Gastroenteritis,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,24-07-2024,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,24-07-2024,Chhattisgarh,Surguja,Malaria,Reported in Same Week,33,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,23-07-2024,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,25-07-2024,Chhattisgarh,Mahasamund,Acute Diarrheal Disease,Reported in Same Week,84,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,24-07-2024,Chhattisgarh,Bemetara,Acute Diarrheal Disease,Reported in Same Week,60,0,"cases in absolute number, deaths in absolute number",
2024,30,21-07-2024,26-07-2024,Chhattisgarh,Durg,Acute Diarrheal Disease,Reported in Same Week,130,0,"cases in absolute number, deaths in absolute number",
2024,30,20-07-2024,24-07-2024,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,25-07-2024,Chhattisgarh,Korba,Malaria,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,25-07-2024,Chhattisgarh,Korba,Malaria,Reported in Same Week,67,0,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,25-07-2024,Chhattisgarh,Korba,Malaria,Reported in Same Week,42,0,"cases in absolute number, deaths in absolute number",
2024,30,24-06-2024,,Chhattisgarh,Surguja,Food Poisoning,Reported Late,7,1,"cases in absolute number, deaths in absolute number",
2024,30,27-07-2024,27-07-2024,Gujarat,Valsad,Acute Diarrheal Disease,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,25-07-2024,Gujarat,Tapi,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,30,08-07-2024,27-07-2024,Himachal Pradesh,Sirmaur,Dengue,Reported in Same Week,156,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,27-07-2024,Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
